시도,시군구,읍면동,총인구수,노인인구수,치과수,치과1개당_노인인구수
대구광역시,달성군,다사읍서재출장소,37675,4082,0,4082.0
대구광역시,달성군,유가읍,31358,3031,10,275.54545454545456
대구광역시,달성군,옥포읍,22558,5576,4,1115.2
대구광역시,달성군,현풍읍,21248,4084,6,583.4285714285714
대구광역시,달성군,가창면,6815,2952,1,1476.0
대구광역시,달성군,하빈면,3184,1462,0,1462.0
대구광역시,달성군,구지면,18920,2620,3,655.0
대구광역시,군위군,,22536,11056,0,11056.0
대구광역시,군위군,군위읍,7874,2845,3,711.25
대구광역시,군위군,소보면,2239,1249,0,1249.0
대구광역시,군위군,효령면,3627,1937,0,1937.0
대구광역시,군위군,부계면,2085,1075,0,1075.0
대구광역시,군위군,우보면,1960,1137,0,1137.0
대구광역시,군위군,의흥면,2237,1304,0,1304.0
대구광역시,군위군,산성면,1195,714,0,714.0
대구광역시,군위군,삼국유사면,1319,795,0,795.0
인천광역시,,,3053308,579440,0,579440.0
인천광역시,중구,,177090,29129,0,29129.0
인천광역시,중구,연안동,5019,1757,0,1757.0
인천광역시,중구,신포동,4417,1456,0,1456.0
인천광역시,중구,신흥동,14162,3363,0,3363.0
인천광역시,중구,도원동,3407,1359,0,1359.0
인천광역시,중구,율목동,2934,1048,0,1048.0
인천광역시,중구,동인천동,5203,1929,0,1929.0
인천광역시,중구,개항동,6461,2251,0,2251.0
인천광역시,중구,영종동,29235,4628,0,4628.0
인천광역시,중구,영종1동,35623,3410,0,3410.0
인천광역시,중구,영종2동,27426,2328,0,2328.0
인천광역시,중구,용유동,3369,1519,0,1519.0
인천광역시,중구,운서1동,17451,2270,0,2270.0
인천광역시,중구,운서2동,22383,1811,0,1811.0
인천광역시,중구영종출장소,,0,0,0,0.0
인천광역시,중구용유출장소,,0,0,0,0.0
인천광역시,동구,,56469,16379,0,16379.0
인천광역시,동구,만석동,6094,1803,0,1803.0
인천광역시,동구,화수1.화평동,5196,1875,0,1875.0
인천광역시,동구,화수2동,6651,2468,0,2468.0
인천광역시,동구,송현1.2동,9450,2563,0,2563.0
인천광역시,동구,송현3동,2615,1039,0,1039.0
인천광역시,동구,송림1동,6515,1186,1,593.0
인천광역시,동구,송림2동,1136,527,0,527.0
인천광역시,동구,송림3.5동,5154,1401,0,1401.0
인천광역시,동구,송림4동,5914,1038,0,1038.0
인천광역시,동구,송림6동,5617,1559,1,779.5
인천광역시,동구,금창동,2127,920,0,920.0
인천광역시,미추홀구,,417198,90154,0,90154.0
인천광역시,미추홀구,숭의2동,13390,3297,1,1648.5
인천광역시,미추홀구,숭의1.3동,17418,3287,0,3287.0
인천광역시,미추홀구,숭의4동,16489,3919,1,1959.5
인천광역시,미추홀구,용현1.4동,16775,4359,0,4359.0
인천광역시,미추홀구,용현2동,22599,4251,0,4251.0
인천광역시,미추홀구,용현3동,6650,2209,0,2209.0
인천광역시,미추홀구,용현5동,44295,8130,6,1161.4285714285713
인천광역시,미추홀구,학익1동,41433,6606,1,3303.0
인천광역시,미추홀구,학익2동,16792,4498,4,899.6
인천광역시,미추홀구,도화1동,20394,4753,2,1584.3333333333333
인천광역시,미추홀구,도화2.3동,29826,5608,0,5608.0
인천광역시,미추홀구,주안1동,19591,3028,3,757.0
인천광역시,미추홀구,주안2동,21535,5079,3,1269.75
인천광역시,미추홀구,주안3동,12117,2803,0,2803.0
인천광역시,미추홀구,주안4동,19818,4799,1,2399.5
인천광역시,미추홀구,주안5동,19024,4593,0,4593.0
인천광역시,미추홀구,주안6동,20892,4464,5,744.0
인천광역시,미추홀구,주안7동,12064,3607,3,901.75
인천광역시,미추홀구,주안8동,18567,4779,0,4779.0
인천광역시,미추홀구,관교동,13757,3647,1,1823.5
인천광역시,미추홀구,문학동,13772,2438,0,2438.0
인천광역시,연수구,,409814,57800,0,57800.0
인천광역시,연수구,옥련1동,17238,3970,1,1985.0
인천광역시,연수구,옥련2동,19652,3859,0,3859.0
인천광역시,연수구,선학동,17408,4301,5,716.8333333333334
인천광역시,연수구,연수1동,16087,3548,0,3548.0
인천광역시,연수구,연수2동,19021,4037,0,4037.0
인천광역시,연수구,연수3동,14305,3835,1,1917.5
인천광역시,연수구,청학동,21875,5622,3,1405.5
인천광역시,연수구,동춘1동,25420,3870,0,3870.0
인천광역시,연수구,동춘2동,16480,3096,0,3096.0
인천광역시,연수구,동춘3동,17447,2891,0,2891.0
인천광역시,연수구,송도1동,36627,4640,0,4640.0
인천광역시,연수구,송도2동,37313,2935,0,2935.0
인천광역시,연수구,송도3동,49463,3999,0,3999.0
인천광역시,연수구,송도4동,55084,3651,0,3651.0
인천광역시,연수구,송도5동,46394,3546,0,3546.0
인천광역시,남동구,,480148,98908,0,98908.0
인천광역시,남동구,구월1동,30208,5571,1,2785.5
인천광역시,남동구,구월2동,36709,6181,0,6181.0
인천광역시,남동구,구월3동,27762,4171,2,1390.3333333333333
인천광역시,남동구,구월4동,12703,3567,3,891.75
인천광역시,남동구,간석1동,18027,4210,0,4210.0
인천광역시,남동구,간석2동,20395,4524,0,4524.0
인천광역시,남동구,간석3동,24776,5994,1,2997.0
인천광역시,남동구,간석4동,27654,5993,0,5993.0
인천광역시,남동구,만수1동,15118,4444,0,4444.0
인천광역시,남동구,만수2동,22065,4904,1,2452.0
인천광역시,남동구,만수3동,15729,3482,0,3482.0
인천광역시,남동구,만수4동,18232,4526,0,4526.0
인천광역시,남동구,만수5동,13889,4051,0,4051.0
인천광역시,남동구,만수6동,21706,5532,1,2766.0
인천광역시,남동구,장수서창동,18247,4322,0,4322.0
인천광역시,남동구,서창2동,37474,5843,0,5843.0
인천광역시,남동구,남촌도림동,18761,4720,0,4720.0
인천광역시,남동구,논현1동,30945,5462,0,5462.0
인천광역시,남동구,논현2동,30502,6237,0,6237.0
인천광역시,남동구,논현고잔동,39246,5174,0,5174.0
인천광역시,부평구,,490227,100341,0,100341.0
인천광역시,부평구,부평1동,34448,6930,2,2310.0
인천광역시,부평구,부평2동,16635,3481,0,3481.0
인천광역시,부평구,부평3동,14860,3496,0,3496.0
인천광역시,부평구,부평4동,32852,6460,2,2153.3333333333335
인천광역시,부평구,부평5동,32894,5346,0,5346.0
인천광역시,부평구,부평6동,19045,3680,0,3680.0
인천광역시,부평구,산곡1동,14252,2608,1,1304.0
인천광역시,부평구,산곡2동,28647,5356,2,1785.3333333333333
인천광역시,부평구,산곡3동,19711,5569,0,5569.0
인천광역시,부평구,산곡4동,16222,3553,0,3553.0
인천광역시,부평구,청천1동,22563,2968,1,1484.0
인천광역시,부평구,청천2동,32622,6396,0,6396.0
인천광역시,부평구,갈산1동,14016,3149,0,3149.0
인천광역시,부평구,갈산2동,17070,4518,0,4518.0
인천광역시,부평구,삼산1동,31344,6421,0,6421.0
인천광역시,부평구,삼산2동,26920,4303,0,4303.0
인천광역시,부평구,부개1동,14752,4387,0,4387.0
인천광역시,부평구,부개2동,18770,3878,0,3878.0
인천광역시,부평구,부개3동,27297,5386,0,5386.0
인천광역시,부평구,일신동,11166,2787,2,929.0
인천광역시,부평구,십정1동,23711,4229,0,4229.0
인천광역시,부평구,십정2동,20430,5440,1,2720.0
인천광역시,계양구,,277636,56472,0,56472.0
인천광역시,계양구,효성1동,25623,5605,0,5605.0
인천광역시,계양구,효성2동,29102,6090,0,6090.0
인천광역시,계양구,계산1동,17251,4298,0,4298.0
인천광역시,계양구,계산2동,13831,3656,0,3656.0
인천광역시,계양구,계산3동,16992,3451,0,3451.0
인천광역시,계양구,계산4동,22049,3373,0,3373.0
인천광역시,계양구,작전1동,25474,5004,0,5004.0
인천광역시,계양구,작전2동,23483,4912,0,4912.0
인천광역시,계양구,작전서운동,31915,5084,0,5084.0
인천광역시,계양구,계양1동,18550,4213,0,4213.0
인천광역시,계양구,계양2동,30416,6796,0,6796.0
인천광역시,계양구,계양3동,22950,3990,0,3990.0
인천광역시,서구,,655469,94645,0,94645.0
인천광역시,서구,검암경서동,42946,5736,0,5736.0
인천광역시,서구,연희동,36232,7850,6,1121.4285714285713
인천광역시,서구,청라1동,30467,2513,0,2513.0
인천광역시,서구,청라2동,47767,4625,0,4625.0
인천광역시,서구,청라3동,36468,2745,0,2745.0
인천광역시,서구,가정1동,41231,5559,0,5559.0
인천광역시,서구,가정2동,17087,1844,0,1844.0
인천광역시,서구,가정3동,8342,1808,0,1808.0
인천광역시,서구,석남1동,19696,4794,0,4794.0
인천광역시,서구,석남2동,11697,3126,0,3126.0
인천광역시,서구,석남3동,13028,3000,0,3000.0
인천광역시,서구,신현원창동,28698,5653,0,5653.0
인천광역시,서구,가좌1동,12325,2718,1,1359.0
인천광역시,서구,가좌2동,18012,4005,0,4005.0
인천광역시,서구,가좌3동,14929,4077,1,2038.5
인천광역시,서구,가좌4동,12121,2669,0,2669.0
인천광역시,서구,검단동,32142,5238,0,5238.0
인천광역시,서구,불로대곡동,44070,5004,0,5004.0
인천광역시,서구,원당동,22416,3066,9,306.6
인천광역시,서구,당하동,42978,5819,5,969.8333333333334
인천광역시,서구,오류왕길동,25281,4425,0,4425.0
인천광역시,서구,마전동,21126,3083,11,256.9166666666667
인천광역시,서구,아라1동,45595,3052,0,3052.0
인천광역시,서구,아라2동,30815,2236,0,2236.0
인천광역시,서구검단출장소,,0,0,0,0.0
인천광역시,강화군,,69698,28512,0,28512.0
인천광역시,강화군,강화읍,21520,6811,12,523.9230769230769
인천광역시,강화군,선원면,10071,3056,0,3056.0
인천광역시,강화군,불은면,4975,2442,0,2442.0
인천광역시,강화군,길상면,7233,3006,2,1002.0
인천광역시,강화군,화도면,4485,2205,0,2205.0
인천광역시,강화군,양도면,4176,2060,0,2060.0
인천광역시,강화군,내가면,2897,1497,0,1497.0
인천광역시,강화군,하점면,3971,2080,0,2080.0
인천광역시,강화군,양사면,1913,979,0,979.0
인천광역시,강화군,송해면,3190,1537,0,1537.0
인천광역시,강화군,교동면,2620,1431,0,1431.0
인천광역시,강화군,삼산면,2011,1052,0,1052.0
인천광역시,강화군,서도면,363,192,0,192.0
인천광역시,강화군,서도면볼음출장소,273,164,0,164.0
인천광역시,옹진군,,19559,7100,0,7100.0
인천광역시,옹진군,북도면,1155,552,0,552.0
인천광역시,옹진군,북도면장봉출장소,947,451,0,451.0
인천광역시,옹진군,백령면,4551,1307,0,1307.0
인천광역시,옹진군,대청면,1149,422,0,422.0
인천광역시,옹진군,대청면소청출장소,235,113,0,113.0
인천광역시,옹진군,덕적면,1872,942,0,942.0
인천광역시,옹진군,영흥면,6470,2211,1,1105.5
인천광역시,옹진군,자월면,930,449,0,449.0
인천광역시,옹진군,자월면이작출장소,360,174,0,174.0
인천광역시,옹진군,연평면,1890,479,1,239.5
광주광역시,,,1390658,262503,0,262503.0
광주광역시,동구,,104794,25985,0,25985.0
광주광역시,동구,충장동,5953,1167,0,1167.0
광주광역시,동구,동명동,3377,1018,0,1018.0
광주광역시,동구,계림1동,9825,2158,0,2158.0
광주광역시,동구,계림2동,13202,2458,0,2458.0
광주광역시,동구,산수1동,7611,2027,0,2027.0
광주광역시,동구,산수2동,9269,2884,0,2884.0
광주광역시,동구,지산1동,3838,1030,0,1030.0
광주광역시,동구,지산2동,4018,1141,1,570.5
광주광역시,동구,서남동,3385,702,0,702.0
광주광역시,동구,학동,6959,1748,6,249.71428571428572
광주광역시,동구,학운동,10441,3835,0,3835.0
광주광역시,동구,지원1동,8817,2280,0,2280.0
광주광역시,동구,지원2동,18099,3537,0,3537.0
광주광역시,서구,,275318,53886,0,53886.0
광주광역시,서구,양동,2686,1258,2,419.3333333333333
광주광역시,서구,양3동,4025,1264,0,1264.0
광주광역시,서구,농성1동,11386,2828,2,942.6666666666666
광주광역시,서구,농성2동,4184,1267,1,633.5
광주광역시,서구,광천동,5049,934,4,186.8
광주광역시,서구,유덕동,9934,1668,0,1668.0
광주광역시,서구,치평동,28916,4488,18,236.21052631578948
광주광역시,서구,상무1동,24474,3948,1,1974.0
광주광역시,서구,상무2동,21864,5554,1,2777.0
광주광역시,서구,화정1동,15516,3317,0,3317.0
광주광역시,서구,화정2동,19147,3473,0,3473.0
광주광역시,서구,화정3동,8603,2421,2,807.0
광주광역시,서구,화정4동,18890,4199,1,2099.5
광주광역시,서구,서창동,6999,1500,0,1500.0
광주광역시,서구,금호1동,19447,4497,0,4497.0
광주광역시,서구,금호2동,25980,3521,0,3521.0
광주광역시,서구,풍암동,33215,5225,7,653.125
광주광역시,서구,동천동,15003,2524,0,2524.0
광주광역시,남구,,207236,47014,0,47014.0
광주광역시,남구,양림동,6216,1929,0,1929.0
광주광역시,남구,방림1동,6191,1489,0,1489.0
광주광역시,남구,방림2동,9004,2577,0,2577.0
광주광역시,남구,봉선1동,13483,3202,0,3202.0
광주광역시,남구,봉선2동,27341,4341,0,4341.0
광주광역시,남구,사직동,4397,1448,0,1448.0
광주광역시,남구,월산동,10871,2615,3,653.75
광주광역시,남구,월산4동,7548,2369,0,2369.0
광주광역시,남구,월산5동,5476,1841,0,1841.0
광주광역시,남구,백운1동,11214,3099,0,3099.0
광주광역시,남구,백운2동,6624,1525,0,1525.0
광주광역시,남구,주월1동,20137,4318,0,4318.0
광주광역시,남구,주월2동,6975,2281,0,2281.0
광주광역시,남구,진월동,27270,5557,6,793.8571428571429
광주광역시,남구,효덕동,14802,3298,0,3298.0
광주광역시,남구,송암동,20629,2705,0,2705.0
광주광역시,남구,대촌동,9058,2420,0,2420.0
광주광역시,북구,,416262,84522,0,84522.0
광주광역시,북구,중흥1동,4236,1048,0,1048.0
광주광역시,북구,중흥동,14867,3069,2,1023.0
광주광역시,북구,중앙동,3484,715,0,715.0
광주광역시,북구,임동,14102,2608,5,434.6666666666667
광주광역시,북구,신안동,11856,2771,0,2771.0
광주광역시,북구,용봉동,35837,6749,12,519.1538461538462
광주광역시,북구,운암1동,17963,3828,1,1914.0
광주광역시,북구,운암2동,10534,3206,1,1603.0
광주광역시,북구,운암3동,13780,2821,3,705.25
광주광역시,북구,동림동,21368,4109,3,1027.25
광주광역시,북구,우산동,15361,3903,9,390.3
광주광역시,북구,풍향동,4971,1122,4,224.4
광주광역시,북구,문화동,22459,4954,0,4954.0
광주광역시,북구,문흥1동,14350,3246,3,811.5
광주광역시,북구,문흥2동,14020,3428,5,571.3333333333334
광주광역시,북구,두암1동,6784,2197,1,1098.5
광주광역시,북구,두암2동,14128,4116,2,1372.0
광주광역시,북구,두암3동,11604,4474,3,1118.5
광주광역시,북구,삼각동,12880,2198,2,732.6666666666666
광주광역시,북구,일곡동,27091,3700,9,370.0
광주광역시,북구,매곡동,12727,2410,11,200.83333333333334
광주광역시,북구,오치1동,9773,2310,0,2310.0
광주광역시,북구,오치2동,11080,3321,1,1660.5
광주광역시,북구,석곡동,2167,960,0,960.0
광주광역시,북구,건국동,22396,3017,0,3017.0
광주광역시,북구,양산동,34812,5459,7,682.375
광주광역시,북구,신용동,31632,2783,5,463.8333333333333
광주광역시,광산구,,387048,51096,0,51096.0
광주광역시,광산구,송정1동,9783,2176,0,2176.0
광주광역시,광산구,송정2동,5829,1653,0,1653.0
광주광역시,광산구,도산동,13915,2562,0,2562.0
광주광역시,광산구,신흥동,3966,1079,0,1079.0
광주광역시,광산구,어룡동,36450,4556,0,4556.0
광주광역시,광산구,우산동,27794,5131,3,1282.75
광주광역시,광산구,월곡1동,9137,1917,0,1917.0
광주광역시,광산구,월곡2동,13961,2376,1,1188.0
광주광역시,광산구,비아동,7105,1185,0,1185.0
광주광역시,광산구,첨단1동,27298,3139,0,3139.0
광주광역시,광산구,첨단2동,40483,3929,0,3929.0
광주광역시,광산구,신가동,18395,1714,4,342.8
광주광역시,광산구,운남동,28123,3960,1,1980.0
광주광역시,광산구,수완동,72843,5430,8,603.3333333333334
광주광역시,광산구,하남동,26796,2559,2,853.0
광주광역시,광산구,임곡동,1837,889,0,889.0
광주광역시,광산구,동곡동,1564,778,0,778.0
광주광역시,광산구,평동,4903,1511,0,1511.0
광주광역시,광산구,삼도동,2013,976,0,976.0
광주광역시,광산구,본량동,1792,900,0,900.0
광주광역시,광산구,신창동,33061,2676,4,535.2
대전광역시,,,1440550,277404,0,277404.0
대전광역시,동구,,218109,53020,0,53020.0
대전광역시,동구,중앙동,3315,1461,0,1461.0
대전광역시,동구,효동,29251,4928,1,2464.0
대전광역시,동구,신인동,14723,3533,0,3533.0
대전광역시,동구,판암1동,11619,3523,0,3523.0
대전광역시,동구,판암2동,7626,3394,0,3394.0
대전광역시,동구,용운동,20726,4247,3,1061.75
대전광역시,동구,대동,13344,2921,3,730.25
대전광역시,동구,자양동,10497,2379,0,2379.0
대전광역시,동구,가양1동,12646,3463,0,3463.0
대전광역시,동구,가양2동,17841,4242,1,2121.0
대전광역시,동구,용전동,19465,3843,4,768.6
대전광역시,동구,성남동,10313,2982,3,745.5
대전광역시,동구,홍도동,10732,2466,1,1233.0
대전광역시,동구,삼성동,12947,3960,0,3960.0
대전광역시,동구,대청동,2080,973,0,973.0
대전광역시,동구,산내동,20984,4705,0,4705.0
대전광역시,중구,,225423,55397,0,55397.0
대전광역시,중구,은행선화동,24010,3345,0,3345.0
대전광역시,중구,목동,17359,2091,1,1045.5
대전광역시,중구,중촌동,14906,3429,4,685.8
대전광역시,중구,대흥동,12103,2499,3,624.75
대전광역시,중구,문창동,4101,1538,1,769.0
대전광역시,중구,석교동,13559,4819,1,2409.5
대전광역시,중구,대사동,5110,1618,1,809.0
대전광역시,중구,부사동,5844,2007,3,501.75
대전광역시,중구,용두동,9729,1970,2,656.6666666666666
대전광역시,중구,오류동,9775,2623,11,218.58333333333334
대전광역시,중구,태평1동,12032,2699,0,2699.0
대전광역시,중구,태평2동,23335,5917,0,5917.0
대전광역시,중구,유천1동,5751,1672,0,1672.0
대전광역시,중구,유천2동,12438,3901,2,1300.3333333333333
대전광역시,중구,문화1동,20054,4318,0,4318.0
대전광역시,중구,문화2동,10990,3491,0,3491.0
대전광역시,중구,산성동,24327,7460,5,1243.3333333333333
대전광역시,서구,,463443,81539,0,81539.0
대전광역시,서구,복수동,20944,3704,4,740.8
대전광역시,서구,도마1동,17873,4490,6,641.4285714285714
대전광역시,서구,도마2동,19207,5000,3,1250.0
대전광역시,서구,정림동,14516,4179,5,696.5
대전광역시,서구,변동,12184,3358,4,671.6
대전광역시,서구,용문동,18993,3101,6,443.0
대전광역시,서구,탄방동,30874,3929,25,151.1153846153846
대전광역시,서구,괴정동,17932,2636,9,263.6
대전광역시,서구,가장동,10375,2640,3,660.0
대전광역시,서구,내동,21552,4844,4,968.8
대전광역시,서구,갈마1동,20538,3982,2,1327.3333333333333
대전광역시,서구,갈마2동,22903,3209,2,1069.6666666666667
대전광역시,서구,월평1동,10937,1734,2,578.0
대전광역시,서구,월평2동,13199,3846,3,961.5
대전광역시,서구,월평3동,19754,3740,1,1870.0
대전광역시,서구,가수원동,9877,2778,6,396.85714285714283
대전광역시,서구,도안동,36407,2813,4,562.6
대전광역시,서구,관저1동,14333,2442,0,2442.0
대전광역시,서구,관저2동,47193,5462,5,910.3333333333334
대전광역시,서구,기성동,3227,1478,0,1478.0
대전광역시,서구,둔산1동,16164,2054,6,293.42857142857144
대전광역시,서구,둔산2동,34036,4600,9,460.0
대전광역시,서구,만년동,11855,1609,3,402.25
대전광역시,서구,둔산3동,18570,3911,1,1955.5
대전광역시,유성구,,368354,49702,0,49702.0
대전광역시,유성구,진잠동,24909,4886,0,4886.0
대전광역시,유성구,학하동,19532,2758,1,1379.0
대전광역시,유성구,상대동,24966,3015,3,753.75
대전광역시,유성구,온천1동,26535,4463,0,4463.0
대전광역시,유성구,온천2동,40455,6030,0,6030.0
대전광역시,유성구,노은1동,20640,2739,0,2739.0
대전광역시,유성구,노은2동,23124,3473,0,3473.0
대전광역시,유성구,노은3동,35529,4845,0,4845.0
대전광역시,유성구,신성동,25358,2733,2,911.0
대전광역시,유성구,전민동,25348,3282,4,656.4
대전광역시,유성구,구즉동,32618,4269,0,4269.0
대전광역시,유성구,관평동,37751,3058,8,339.77777777777777
대전광역시,유성구,원신흥동,31589,4151,5,691.8333333333334
대전광역시,대덕구,,165221,37746,0,37746.0
대전광역시,대덕구,오정동,13053,3711,0,3711.0
대전광역시,대덕구,대화동,5210,1562,0,1562.0
대전광역시,대덕구,회덕동,12077,3433,0,3433.0
대전광역시,대덕구,비래동,14307,3730,3,932.5
대전광역시,대덕구,송촌동,26846,4005,3,1001.25
대전광역시,대덕구,중리동,17533,4392,5,732.0
대전광역시,대덕구,신탄진동,15982,3507,3,876.75
대전광역시,대덕구,석봉동,15664,2332,1,1166.0
대전광역시,대덕구,덕암동,12322,2922,0,2922.0
대전광역시,대덕구,목상동,5813,984,1,492.0
대전광역시,대덕구,법1동,12057,3221,0,3221.0
대전광역시,대덕구,법2동,14357,3947,0,3947.0
울산광역시,,,1091281,204611,0,204611.0
울산광역시,중구,,203968,44806,0,44806.0
울산광역시,중구,학성동,10620,3303,1,1651.5
울산광역시,중구,반구1동,15340,3384,0,3384.0
울산광역시,중구,반구2동,7983,2247,1,1123.5
울산광역시,중구,복산동,21050,3475,1,1737.5
울산광역시,중구,중앙동,9079,3022,0,3022.0
울산광역시,중구,우정동,18391,4533,5,755.5
울산광역시,중구,태화동,30943,5750,2,1916.6666666666667
울산광역시,중구,다운동,21488,5850,0,5850.0
울산광역시,중구,병영1동,19999,4636,0,4636.0
울산광역시,중구,병영2동,18791,3890,0,3890.0
울산광역시,중구,약사동,10415,1402,0,1402.0
울산광역시,중구,성안동,19869,3314,1,1657.0
울산광역시,남구,,304542,55064,0,55064.0
울산광역시,남구,신정1동,18106,4819,0,4819.0
울산광역시,남구,신정2동,25352,3778,0,3778.0
울산광역시,남구,신정3동,15464,3483,1,1741.5
울산광역시,남구,신정4동,20043,3496,0,3496.0
울산광역시,남구,신정5동,8882,1762,0,1762.0
울산광역시,남구,달동,25761,5243,11,436.9166666666667
울산광역시,남구,삼산동,46987,6759,22,293.8695652173913
울산광역시,남구,삼호동,19856,4263,0,4263.0
울산광역시,남구,무거동,30551,4651,3,1162.75
울산광역시,남구,옥동,24655,4157,4,831.4
울산광역시,남구,대현동,32048,4719,0,4719.0
울산광역시,남구,수암동,15588,2694,0,2694.0
울산광역시,남구,선암동,12912,2873,1,1436.5
울산광역시,남구,야음장생포동,8337,2367,0,2367.0
울산광역시,동구,,148986,29826,0,29826.0
울산광역시,동구,방어동,36683,7117,0,7117.0
울산광역시,동구,일산동,5088,1560,4,312.0
울산광역시,동구,화정동,17695,3704,4,740.8
울산광역시,동구,대송동,10372,2117,0,2117.0
울산광역시,동구,전하1동,15181,3051,0,3051.0
울산광역시,동구,전하2동,18963,3553,0,3553.0
울산광역시,동구,남목1동,7890,2148,0,2148.0
울산광역시,동구,남목2동,26385,4071,0,4071.0
울산광역시,동구,남목3동,10729,2505,0,2505.0
울산광역시,북구,,214819,28293,0,28293.0
울산광역시,북구,농소1동,35134,5198,0,5198.0
울산광역시,북구,농소2동,41768,4773,0,4773.0
울산광역시,북구,농소3동,35466,4081,0,4081.0
울산광역시,북구,강동동,15838,2539,0,2539.0
울산광역시,북구,효문동,28978,4149,0,4149.0
울산광역시,북구,송정동,35959,4023,7,502.875
울산광역시,북구,양정동,12003,1517,0,1517.0
울산광역시,북구,염포동,9673,2013,0,2013.0
울산광역시,울주군,,218966,46622,0,46622.0
울산광역시,울주군,온산읍,18825,3584,9,358.4
울산광역시,울주군,언양읍,29227,6269,14,417.93333333333334
울산광역시,울주군,온양읍,27760,5053,6,721.8571428571429
울산광역시,울주군,범서읍,67017,9635,15,602.1875
울산광역시,울주군,청량읍,21740,3964,2,1321.3333333333333
울산광역시,울주군,삼남읍,22017,5256,0,5256.0
울산광역시,울주군,서생면,8462,2680,0,2680.0
울산광역시,울주군,웅촌면,7202,2772,0,2772.0
울산광역시,울주군,두동면,4217,1833,0,1833.0
울산광역시,울주군,두서면,2889,1541,0,1541.0
울산광역시,울주군,상북면,7918,3170,0,3170.0
울산광역시,울주군,삼동면,1692,865,0,865.0
세종특별자치시,,,391477,48462,0,48462.0
세종특별자치시,,,391477,48462,0,48462.0
세종특별자치시,조치원읍,,40710,8890,0,8890.0
세종특별자치시,연기면,,2364,782,0,782.0
세종특별자치시,연동면,,2625,1213,0,1213.0
세종특별자치시,부강면,,5172,1767,0,1767.0
세종특별자치시,금남면,,7963,3144,0,3144.0
세종특별자치시,장군면,,6444,1838,0,1838.0
세종특별자치시,연서면,,6474,2498,0,2498.0
세종특별자치시,전의면,,4802,1880,0,1880.0
세종특별자치시,전동면,,2952,1389,0,1389.0
세종특별자치시,소정면,,1911,731,0,731.0
세종특별자치시,한솔동,,17688,1623,0,1623.0
세종특별자치시,새롬동,,26330,1947,0,1947.0
세종특별자치시,나성동,,12957,522,0,522.0
세종특별자치시,도담동,,24350,2692,0,2692.0
세종특별자치시,어진동,,11093,474,0,474.0
세종특별자치시,해밀동,,23982,1095,0,1095.0
세종특별자치시,아름동,,22933,1658,0,1658.0
세종특별자치시,종촌동,,27437,2792,0,2792.0
세종특별자치시,고운동,,35322,3292,0,3292.0
세종특별자치시,소담동,,21524,1778,0,1778.0
세종특별자치시,반곡동,,28594,1566,0,1566.0
세종특별자치시,보람동,,18748,1615,0,1615.0
세종특별자치시,대평동,,11020,1093,0,1093.0
세종특별자치시,다정동,,28082,2183,0,2183.0
경기도,,,13736642,2452587,0,2452587.0
북부출장소,,,0,0,0,0.0
경기도,수원시,,1186010,182342,0,182342.0
경기도,수원시,장안구,270954,49234,107,455.8703703703704
경기도,수원시 장안구,파장동,24560,5199,0,5199.0
경기도,수원시 장안구,율천동,39304,5514,0,5514.0
경기도,수원시 장안구,정자1동,33331,5168,0,5168.0
경기도,수원시 장안구,정자2동,38254,6037,0,6037.0
경기도,수원시 장안구,정자3동,38380,4329,0,4329.0
경기도,수원시 장안구,영화동,17665,5129,0,5129.0
경기도,수원시 장안구,송죽동,17971,3825,0,3825.0
경기도,수원시 장안구,조원1동,27348,6115,0,6115.0
경기도,수원시 장안구,조원2동,17241,3475,0,3475.0
경기도,수원시 장안구,연무동,16900,4443,0,4443.0
경기도,수원시,권선구,360806,59360,110,534.7747747747748
경기도,수원시 권선구,세류1동,9450,1865,0,1865.0
경기도,수원시 권선구,세류2동,21813,4957,0,4957.0
경기도,수원시 권선구,세류3동,16933,4092,0,4092.0
경기도,수원시 권선구,평동,40907,7625,0,7625.0
경기도,수원시 권선구,서둔동,36674,7298,0,7298.0
경기도,수원시 권선구,구운동,22452,4763,0,4763.0
경기도,수원시 권선구,금곡동,44399,6624,0,6624.0
경기도,수원시 권선구,호매실동,43916,5545,0,5545.0
경기도,수원시 권선구,권선1동,23899,3824,0,3824.0
경기도,수원시 권선구,권선2동,46312,6226,0,6226.0
경기도,수원시 권선구,곡선동,34332,3638,0,3638.0
경기도,수원시 권선구,입북동,19719,2903,0,2903.0
경기도,수원시,팔달구,191972,35601,118,299.16806722689074
경기도,수원시 팔달구,매교동,21856,2652,0,2652.0
경기도,수원시 팔달구,매산동,9766,2338,0,2338.0
경기도,수원시 팔달구,고등동,19179,3415,0,3415.0
경기도,수원시 팔달구,화서1동,20505,4743,0,4743.0
경기도,수원시 팔달구,화서2동,23811,3866,0,3866.0
경기도,수원시 팔달구,지동,9579,3070,0,3070.0
경기도,수원시 팔달구,우만1동,17877,4365,0,4365.0
경기도,수원시 팔달구,우만2동,15480,2382,0,2382.0
경기도,수원시 팔달구,인계동,44973,6088,0,6088.0
경기도,수원시 팔달구,행궁동,8946,2682,0,2682.0
경기도,수원시,영통구,362278,38147,146,259.5034013605442
경기도,수원시 영통구,매탄1동,10110,1654,0,1654.0
경기도,수원시 영통구,매탄2동,13324,2617,0,2617.0
경기도,수원시 영통구,매탄3동,33848,4039,0,4039.0
